0.0000	5.0009
0.0000	5.0036
0.0001	5.0081
0.0003	5.0144
0.0006	5.0225
0.0010	5.0323
0.0016	5.0440
0.0024	5.0575
0.0034	5.0727
0.0046	5.0897
0.0062	5.1084
0.0080	5.1289
0.0102	5.1511
0.0127	5.1751
0.0157	5.2008
0.0190	5.2281
0.0228	5.2572
0.0270	5.2879
0.0317	5.3203
0.0370	5.3543
0.0428	5.3899
0.0491	5.4272
0.0561	5.4660
0.0637	5.5063
0.0719	5.5483
0.0808	5.5917
0.0904	5.6366
0.1007	5.6830
0.1117	5.7309
0.1235	5.7801
0.1361	5.8308
0.1495	5.8828
0.1637	5.9362
0.1788	5.9909
0.1947	6.0469
0.2116	6.1042
0.2293	6.1627
0.2480	6.2223
0.2677	6.2832
0.2883	6.3452
0.3099	6.4083
0.3325	6.4724
0.3562	6.5376
0.3809	6.6038
0.4066	6.6710
0.4335	6.7391
0.4614	6.8081
0.4905	6.8780
0.5207	6.9487
0.5520	7.0202
0.5845	7.0924
0.6181	7.1654
0.6530	7.2390
0.6890	7.3133
0.7262	7.3882
0.7647	7.4636
0.8044	7.5396
0.8453	7.6161
0.8875	7.6930
0.9309	7.7703
0.9756	7.8480
1.0216	7.9260
1.0688	8.0042
1.1174	8.0828
1.1672	8.1615
1.2184	8.2404
1.2709	8.3194
1.3246	8.3985
1.3797	8.4776
1.4361	8.5568
1.4938	8.6359
1.5529	8.7149
1.6133	8.7937
1.6750	8.8725
1.7380	8.9510
1.8024	9.0292
1.8681	9.1072
1.9351	9.1849
2.0034	9.2621
2.0731	9.3390
2.1440	9.4154
2.2163	9.4913
2.2899	9.5667
2.3648	9.6416
2.4410	9.7158
2.5184	9.7894
2.5972	9.8623
2.6772	9.9344
2.7585	10.0059
2.8411	10.0765
2.9249	10.1463
3.0099	10.2152
3.0962	10.2832
3.1837	10.3502
3.2724	10.4163
3.3623	10.4814
3.4534	10.5454
3.5456	10.6083
3.6390	10.6701
3.7335	10.7308
3.8292	10.7903
3.9259	10.8486
4.0237	10.9056
4.1227	10.9613
4.2226	11.0158
4.3236	11.0689
4.4257	11.1207
4.5287	11.1710
4.6327	11.2200
4.7376	11.2675
4.8435	11.3135
4.9504	11.3580
5.0581	11.4010
5.1667	11.4424
5.2761	11.4823
5.3864	11.5206
5.4975	11.5573
5.6093	11.5923
5.7219	11.6257
5.8353	11.6573
5.9493	11.6873
6.0641	11.7156
6.1794	11.7421
6.2955	11.7669
6.4121	11.7899
6.5293	11.8112
6.6470	11.8306
6.7653	11.8482
6.8840	11.8640
7.0033	11.8780
7.1229	11.8901
7.2430	11.9003
7.3634	11.9087
7.4842	11.9151
7.6052	11.9197
7.7266	11.9224
7.8482	11.9232
7.9701	11.9221
8.0921	11.9191
8.2143	11.9142
8.3367	11.9073
8.4591	11.8985
8.5816	11.8877
8.7041	11.8751
8.8267	11.8605
8.9492	11.8439
9.0716	11.8255
9.1939	11.8051
9.3162	11.7828
9.4382	11.7585
9.5601	11.7323
9.6817	11.7043
9.8031	11.6743
9.9241	11.6423
10.0449	11.6085
10.1653	11.5728
10.2852	11.5352
10.4048	11.4958
10.5239	11.4544
10.6425	11.4112
10.7606	11.3662
10.8781	11.3193
10.9950	11.2706
11.1113	11.2201
11.2270	11.1678
11.3419	11.1137
11.4562	11.0578
11.5696	11.0001
11.6823	10.9408
11.7941	10.8797
11.9051	10.8168
12.0153	10.7523
12.1245	10.6861
12.2327	10.6183
12.3400	10.5488
12.4462	10.4776
12.5514	10.4049
12.6555	10.3306
12.7586	10.2547
12.8605	10.1773
12.9612	10.0984
13.0607	10.0179
13.1590	9.9360
13.2561	9.8526
13.3519	9.7678
13.4463	9.6815
13.5394	9.5939
13.6312	9.5049
13.7216	9.4145
13.8105	9.3229
13.8980	9.2299
13.9840	9.1356
14.0686	9.0401
14.1516	8.9434
14.2330	8.8455
14.3129	8.7464
14.3912	8.6461
